796.72,-0.00042451,0.0002509
796.82,-0.00042451,0.0002509
796.91,-0.00042451,0.0002509
797.01,-0.00042451,0.0002509
797.12,-0.00042451,0.0002509
797.22,-0.00042451,0.0002509
797.32,-0.00042451,0.0002509
797.41,-0.00042451,0.0002509
797.51,-0.00042451,0.0002509
797.62,-0.00042451,0.0002509
797.72,-0.00042451,0.0002509
797.82,-0.00042451,0.0002509
797.91,-0.00042451,0.0002509
798.01,-0.00042451,0.0002509
798.12,-0.00042451,0.0002509
798.22,-0.00042451,0.0002509
798.32,-0.00042451,0.0002509
798.41,-0.00042451,0.0002509
798.51,-0.00042451,0.00025091
798.62,-0.00042451,0.00025091
798.72,-0.00042451,0.00025091
798.82,0.10545,0.17079
798.91,0.21047,0.063093
799.01,0.29176,-0.011851
799.12,0.29842,-0.00090155
799.22,0.29795,-0.0030848
799.32,0.29793,-0.0029896
799.41,0.29791,-0.0029451
799.51,0.2979,-0.0029298
799.62,0.2979,-0.0029387
799.72,0.29781,-0.0012715
799.82,0.29839,-5.7949e-05
799.91,0.29843,-0.00012996
800.01,0.30159,0.23622
800.12,0.30367,0.24516
800.22,0.22189,0.58307
800.32,0.16474,0.14713
800.41,0.13241,0.067241
800.51,0.10512,0.15638
800.62,0.19648,-0.28341
800.72,0.2947,-0.0093966
800.82,0.30075,-0.00055769
800.91,0.30105,-7.7406e-05
801.01,0.30106,-4.9152e-05
801.12,0.30107,-5.7549e-05
801.22,0.30107,-8.2757e-05
801.32,0.30108,-0.00012404
801.41,0.3011,-0.00017377
801.51,0.30113,-0.00016143
801.62,0.3011,-0.00029628
801.72,0.30108,-0.00038825
801.82,0.30107,-0.00042363
801.91,0.30107,-0.00039739
802.01,0.30107,-0.00031571
802.12,0.30108,-0.00019673
802.22,0.30108,-0.00012811
802.32,0.30108,-8.5482e-05
802.41,0.30107,-5.8876e-05
802.51,0.30106,-4.8019e-05
802.62,0.30106,-4.9118e-05
802.72,0.30107,-6.2442e-05
802.82,0.30107,-9.4548e-05
802.91,0.30109,-0.00013798
803.01,0.3011,-0.00018778
803.12,0.30112,-0.00021457
803.22,0.30109,-0.00032831
803.32,0.30108,-0.00040445
803.41,0.30107,-0.00042252
803.51,0.30107,-0.00037874
803.62,0.30107,-0.00028093
803.72,0.30108,-0.00016772
803.82,0.3011,-8.4876e-05
803.91,0.30107,-7.687e-05
804.01,0.30107,-5.4483e-05
804.12,0.30106,-4.708e-05
804.22,0.30106,-5.1655e-05
804.32,0.30107,-6.8769e-05
804.41,0.30108,-0.00010639
804.51,0.30109,-0.00015332
804.62,0.30137,-0.00028023
804.72,0.30111,-0.00025054
804.82,0.30109,-0.0003569
804.91,0.30108,-0.00041583
805.01,0.30107,-0.00041583
805.12,0.30107,-0.0003555
805.22,0.30108,-0.00024504
805.32,0.30108,-0.00014498
805.41,0.30109,-9.2086e-05
805.51,0.30107,-6.6244e-05
805.62,0.30107,-5.0873e-05
805.72,0.30106,-4.7166e-05
805.82,0.30107,-5.5509e-05
805.91,0.30107,-7.7135e-05
806.01,0.30108,-0.00011843
806.12,0.30109,-0.00016796
806.22,0.30114,-1.369e-05
806.32,0.3011,-0.00028377
806.41,0.30108,-0.00038034
806.51,0.30107,-0.0004225
806.62,0.30107,-0.00040376
806.72,0.30107,-0.00032747
806.82,0.30108,-0.00021005
806.91,0.30108,-0.00012969
807.01,0.30108,-8.8426e-05
807.12,0.30107,-6.0583e-05
807.22,0.30106,-4.8583e-05
807.32,0.30106,-4.8283e-05
807.41,0.30107,-6.0274e-05
807.51,0.30107,-8.9638e-05
807.62,0.30108,-0.0001319
807.72,0.3011,-0.00018204
807.82,0.30113,-0.00020005
807.91,0.30109,-0.00031624
808.01,0.30108,-0.00039848
808.12,0.30107,-0.00042368
808.22,0.30107,-0.00038647
808.32,0.30107,-0.00029533
808.41,0.30108,-0.00017847
808.51,0.30115,9.7272e-05
808.62,0.30107,-8.0505e-05
808.72,0.30107,-5.6131e-05
808.82,0.30106,-4.7236e-05
808.91,0.30106,-5.0419e-05
809.01,0.30107,-6.5985e-05
809.12,0.30108,-0.00010165
809.22,0.30109,-0.00014676
809.32,0.32854,-0.36208
809.41,0.34525,-0.38593
809.51,0.3521,-0.37167
809.62,0.36001,-0.33385
809.72,0.30011,0.00058519
809.82,0.29958,0.0002319
809.91,0.29957,0.00022644
810.01,0.29957,0.00022363
810.12,0.29957,0.00021726
810.22,0.29957,0.00020431
810.32,0.29956,0.00018244
810.41,0.29955,0.00014847
810.51,0.29953,0.00010248
810.62,0.29953,7.9253e-05
810.72,0.29952,8.1626e-05
810.82,0.29953,0.0001112
810.91,0.29954,0.00015951
811.01,0.29955,0.00019143
811.12,0.29956,0.00021047
811.22,0.29956,0.00021967
811.32,0.29957,0.00022455
811.41,0.29957,0.00022697
811.51,0.29957,0.00022546
811.62,0.29957,0.00022226
811.72,0.29957,0.00021418
811.82,0.29956,0.00019954
811.91,0.29955,0.0001741
812.01,0.29954,0.00013484
812.12,0.29953,9.3214e-05
812.22,0.29952,7.799e-05
812.32,0.29952,8.7141e-05
812.41,0.29953,0.00012477
812.51,0.29954,0.00016957
812.62,0.29955,0.00019785
812.72,0.29956,0.00021369
812.82,0.29957,0.00022215
812.91,0.29957,0.00022547
813.01,0.29957,0.00022715
813.12,0.29957,0.00022422
813.22,0.29957,0.00021998
813.32,0.29957,0.00021091
