138.31,-0.00043262,0.00024152
138.51,-0.00043262,0.00024152
138.71,-0.00043262,0.00024151
138.91,-0.00043262,0.00024151
139.11,-0.00043262,0.00024151
139.31,-0.00043262,0.0002415
139.51,-0.00043262,0.0002415
139.71,0.21262,-0.054943
139.91,0.29946,0.00016431
140.11,0.29958,0.00023165
140.31,0.10295,0.18794
140.51,0.11416,0.078974
140.71,0.078564,0.30561
140.91,0.095954,0.088038
141.11,0.079891,0.2711
141.31,0.077844,0.25578
141.51,0.064923,0.36339
141.71,0.18508,-0.11439
141.91,0.21854,-0.13648
142.11,0.23772,-0.19523
142.31,0.30075,0.0027206
142.51,0.30074,0.0027106
142.71,0.30071,0.0028728
142.91,0.30068,0.003026
143.11,0.30204,-0.00082547
143.31,0.30207,-0.00094795
143.51,0.30208,-0.0010186
143.71,0.30061,0.0021939
143.91,0.30075,0.0026339
144.11,0.30074,0.0027277
144.31,0.3007,0.0029008
144.51,0.30067,0.0030379
144.71,0.30204,-0.00083455
144.91,0.30207,-0.00095956
145.11,0.30209,-0.0010262
145.31,0.30236,-0.00061711
145.51,0.30994,0.19896
145.71,0.31455,0.21299
145.91,0.31397,0.23266
146.11,0.30775,0.26126
146.31,0.29488,0.30449
146.51,0.27366,0.37492
146.71,0.27628,0.3846
146.91,0.28873,0.39443
147.11,0.30142,0.39931
147.31,0.3139,0.39871
147.51,0.32619,0.39307
147.71,0.33825,0.38255
147.91,0.35,0.36753
148.11,0.36097,0.34747
148.31,0.37036,0.3234
148.51,0.37981,0.30006
148.71,0.38908,0.27118
148.91,0.39717,0.23994
149.11,0.40422,0.20718
149.31,0.40587,0.1782
149.51,0.29967,0.00029584
149.71,0.29957,0.00022537
149.91,0.29957,0.00022825
150.11,0.29957,0.00022051
150.31,0.29956,0.00018048
150.51,0.29239,-0.17025
150.71,0.28625,-0.1913
150.91,0.29953,8.5626e-05
151.11,0.29955,0.0001593
151.31,0.29957,0.00021738
151.51,0.29958,0.00023266
151.71,0.29959,0.00023339
151.91,0.29958,0.00022109
152.11,0.29956,0.00018197
152.31,0.29954,0.00010187
152.51,0.29953,9.7625e-05
152.71,0.29955,0.0001749
152.91,0.29957,0.0002209
153.11,0.29705,-0.20339
153.31,0.29323,-0.29613
153.51,0.3107,-0.22536
153.71,0.31969,-0.21737
153.91,0.29,-0.34648
154.11,0.35086,-0.25122
154.31,0.29956,0.00014096
154.51,0.29954,7.1641e-05
154.71,0.29954,9.1727e-05
154.91,0.29956,0.00019541
155.11,0.29958,0.00023343
155.31,0.29958,0.00023992
155.51,0.29958,0.00023521
155.71,0.29957,0.00020933
155.91,0.29955,0.00011556
156.11,0.29954,6.9871e-05
156.31,0.29954,0.00010201
156.51,0.29956,0.00020441
156.71,0.29958,0.00023524
156.91,0.29958,0.00024026
157.11,0.29958,0.00023389
157.31,0.29957,0.00020132
157.51,0.29955,0.00010229
157.71,0.29954,6.9517e-05
157.91,0.29954,0.00011545
158.11,0.29957,0.00021246
158.31,0.29958,0.00023713
158.51,0.29958,0.00024021
