138.32,-2.0944,2.0944,0.0061419
138.52,-2.0944,2.0944,0.0061419
138.72,-2.0944,2.0944,0.0061419
138.92,-2.0944,2.0944,0.0061419
139.12,-2.0944,2.0944,0.0061419
139.32,-2.0944,2.0944,0.0061419
139.52,-2.0944,2.0944,0.0061419
139.72,-2.0944,2.0944,0.0061419
139.92,-2.0944,2.0944,0.0061419
140.12,-2.0944,2.0944,0.0061419
140.32,-2.0944,2.0944,0.0061419
140.52,-2.0944,2.0944,0.0061419
140.72,-2.0944,2.0944,0.0061419
140.92,-2.0944,2.0944,0.0061419
141.12,-2.0944,2.0944,0.0061419
141.32,-2.0944,2.0944,0.0061419
141.52,-2.0944,2.0944,0.0061419
141.72,-2.0944,2.0944,0.0061419
141.92,-2.0944,2.0944,0.0061419
142.12,-2.0944,2.0944,0.0061419
142.32,-2.0944,2.0944,0.0061419
142.52,-2.0944,2.0944,0.0061419
142.72,-2.0944,2.0944,0.0061419
142.93,-2.0944,2.0944,0.0061419
143.12,-2.0944,2.0944,0.0061419
143.32,-2.0944,2.0944,0.0061419
143.52,-2.0944,2.0944,0.0061419
143.72,-2.0944,2.0944,0.0061419
143.93,-2.0944,2.0944,0.0061419
144.12,-2.0944,2.0944,0.0061419
144.32,-2.0944,2.0944,0.0061419
144.52,-2.0944,2.0944,0.0061419
144.72,-2.0944,2.0944,0.0061419
144.92,-2.0944,2.0944,0.0061419
145.12,-2.0944,2.0944,0.0061419
145.32,-2.0944,2.0944,0.0061419
145.52,-2.0944,2.0944,0.0061419
145.72,-2.0944,2.0944,0.0061419
145.92,-2.0944,2.0944,0.0061419
146.12,-2.0944,2.0944,0.0061419
146.32,-2.0944,2.0944,0.0061419
146.52,-2.0944,2.0944,0.0061419
146.72,-2.0944,2.0944,0.0061419
146.92,-2.0944,2.0944,0.0061419
147.12,-2.0944,2.0944,0.0061419
147.32,-2.0944,2.0944,0.0061419
147.52,-2.0944,2.0944,0.0061419
147.72,-2.0944,2.0944,0.0061419
147.92,-2.0944,2.0944,0.0061419
148.12,-2.0944,2.0944,0.0061419
148.32,-2.0944,2.0944,0.0061419
148.52,-2.0944,2.0944,0.0061419
148.72,-2.0944,2.0944,0.0061419
148.92,-2.0944,2.0944,0.0061419
149.12,-2.0944,2.0944,0.0061419
149.32,-2.0944,2.0944,0.0061419
149.52,-2.0944,2.0944,0.0061419
149.72,-2.0944,2.0944,0.0061419
149.92,-2.0944,2.0944,0.0061419
150.12,-2.0944,2.0944,0.0061419
150.32,-2.0944,2.0944,0.0061419
150.52,-2.0944,2.0944,0.0061419
150.72,-2.0944,2.0944,0.0061419
150.92,-2.0944,2.0944,0.0061419
151.12,-2.0944,2.0944,0.0061419
