796.68,-2.0944,2.0944,0.0061419
796.71,-2.0944,2.0944,0.0061419
796.74,-2.0944,2.0944,0.0061419
796.78,-2.0944,2.0944,0.0061419
796.81,-2.0944,2.0944,0.0061419
796.85,-2.0944,2.0944,0.0061419
796.88,-2.0944,2.0944,0.0061419
796.91,-2.0944,2.0944,0.0061419
796.95,-2.0944,2.0944,0.0061419
796.98,-2.0944,2.0944,0.0061419
797.02,-2.0944,2.0944,0.0061419
797.05,-2.0944,2.0944,0.0061419
797.08,-2.0944,2.0944,0.0061419
797.12,-2.0944,2.0944,0.0061419
797.15,-2.0944,2.0944,0.0061419
797.19,-2.0944,2.0944,0.0061419
797.22,-2.0944,2.0944,0.0061419
797.25,-2.0944,2.0944,0.0061419
797.29,-2.0944,2.0944,0.0061419
797.32,-2.0944,2.0944,0.0061419
797.36,-2.0944,2.0944,0.0061419
797.39,-2.0944,2.0944,0.0061419
797.42,-2.0944,2.0944,0.0061419
797.46,-2.0944,2.0944,0.0061419
797.49,-2.0944,2.0944,0.0061419
797.53,-2.0944,2.0944,0.0061419
797.56,-2.0944,2.0944,0.0061419
797.59,-2.0944,2.0944,0.0061419
797.63,-2.0944,2.0944,0.0061419
797.66,-2.0944,2.0944,0.0061419
797.7,-2.0944,2.0944,0.0061419
797.73,-2.0944,2.0944,0.0061419
797.76,-2.0944,2.0944,0.0061419
797.8,-2.0944,2.0944,0.0061419
797.83,-2.0944,2.0944,0.0061419
797.87,-2.0944,2.0944,0.0061419
797.9,-2.0944,2.0944,0.0061419
797.93,-2.0944,2.0944,0.0061419
797.97,-2.0944,2.0944,0.0061419
798,-2.0944,2.0944,0.0061419
798.04,-2.0944,2.0944,0.0061419
798.07,-2.0944,2.0944,0.0061419
798.11,-2.0944,2.0944,0.0061419
798.14,-2.0944,2.0944,0.0061419
798.17,-2.0944,2.0944,0.0061419
798.21,-2.0944,2.0944,0.0061419
798.24,-2.0944,2.0944,0.0061419
798.27,-2.0944,2.0944,0.0061419
798.31,-2.0944,2.0944,0.0061419
798.34,-2.0944,2.0944,0.0061419
798.38,-2.0944,2.0944,0.0061419
798.41,-2.0944,2.0944,0.0061419
798.45,-2.0944,2.0944,0.0061419
798.48,-2.0944,2.0944,0.0061419
798.51,-2.0944,2.0944,0.0061419
798.55,-2.0944,2.0944,0.0061419
798.58,-2.0944,2.0944,0.0061419
798.62,-2.0944,2.0944,0.0061419
798.65,-2.0944,2.0944,0.0061419
798.68,-2.0944,2.0944,0.0061419
798.72,-2.0944,2.0944,0.0061419
798.75,-2.0944,2.0944,0.0061419
798.79,-2.0944,2.0944,0.0061419
798.82,-2.0944,2.0944,0.0061419
798.85,-2.0944,2.0944,0.0061419
798.89,-2.0944,2.0944,0.0061419
798.92,-2.0944,2.0944,0.0061419
798.96,-2.0944,2.0944,0.0061419
798.99,-2.0944,2.0944,0.0061419
799.02,-2.0944,2.0944,0.0061419
799.06,-2.0944,2.0944,0.0061419
799.09,-2.0944,2.0944,0.0061419
799.13,-2.0944,2.0944,0.0061419
799.16,-2.0944,2.0944,0.0061419
799.2,-2.0944,2.0944,0.0061419
799.23,-2.0944,2.0944,0.0061419
799.26,-2.0944,2.0944,0.0061419
799.3,-2.0944,2.0944,0.0061419
799.33,-2.0944,2.0944,0.0061419
799.37,-2.0944,2.0944,0.0061419
799.4,-2.0944,2.0944,0.0061419
799.43,-2.0944,2.0944,0.0061419
799.47,-2.0944,2.0944,0.0061419
799.5,-2.0944,2.0944,0.0061419
799.53,-2.0944,2.0944,0.0061419
799.57,-2.0944,2.0944,0.0061419
799.6,-2.0944,2.0944,0.0061419
799.64,-2.0944,2.0944,0.0061419
799.67,-2.0944,2.0944,0.0061419
799.71,-2.0944,2.0944,0.0061419
799.74,-2.0944,2.0944,0.0061419
799.77,-2.0944,2.0944,0.0061419
799.81,-2.0944,2.0944,0.0061419
799.84,-2.0944,2.0944,0.0061419
799.88,-2.0944,2.0944,0.0061419
799.91,-2.0944,2.0944,0.0061419
799.94,-2.0944,2.0944,0.0061419
799.98,-2.0944,2.0944,0.0061419
800.01,-2.0944,2.0944,0.0061419
800.04,-2.0944,2.0944,0.0061419
800.08,-2.0944,2.0944,0.0061419
800.11,-2.0944,2.0944,0.0061419
800.15,-2.0944,2.0944,0.0061419
800.18,-2.0944,2.0944,0.0061419
800.22,-2.0944,2.0944,0.0061419
800.25,-2.0944,2.0944,0.0061419
800.28,-2.0944,2.0944,0.0061419
800.32,-2.0944,2.0944,0.0061419
800.35,-2.0944,2.0944,0.0061419
800.39,-2.0944,2.0944,0.0061419
800.42,-2.0944,2.0944,0.0061419
800.45,-2.0944,2.0944,0.0061419
800.49,-2.0944,2.0944,0.0061419
800.52,-2.0944,2.0944,0.0061419
800.56,-2.0944,2.0944,0.0061419
800.59,-2.0944,2.0944,0.0061419
800.62,-2.0944,2.0944,0.0061419
800.66,-2.0944,2.0944,0.0061419
800.69,-2.0944,2.0944,0.0061419
800.73,-2.0944,2.0944,0.0061419
800.76,-2.0944,2.0944,0.0061419
800.79,-2.0944,2.0944,0.0061419
800.83,-2.0944,2.0944,0.0061419
800.86,-2.0944,2.0944,0.0061419
800.9,-2.0944,2.0944,0.0061419
800.93,-2.0944,2.0944,0.0061419
800.96,-2.0944,2.0944,0.0061419
801,-2.0944,2.0944,0.0061419
801.03,-2.0944,2.0944,0.0061419
801.07,-2.0944,2.0944,0.0061419
801.1,-2.0944,2.0944,0.0061419
801.13,-2.0944,2.0944,0.0061419
801.17,-2.0944,2.0944,0.0061419
801.2,-2.0944,2.0944,0.0061419
801.24,-2.0944,2.0944,0.0061419
801.27,-2.0944,2.0944,0.0061419
801.3,-2.0944,2.0944,0.0061419
801.34,-2.0944,2.0944,0.0061419
801.37,-2.0944,2.0944,0.0061419
801.41,-2.0944,2.0944,0.0061419
801.44,-2.0944,2.0944,0.0061419
801.48,-2.0944,2.0944,0.0061419
801.51,-2.0944,2.0944,0.0061419
801.54,-2.0944,2.0944,0.0061419
801.58,-2.0944,2.0944,0.0061419
801.61,-2.0944,2.0944,0.0061419
801.64,-2.0944,2.0944,0.0061419
801.68,-2.0944,2.0944,0.0061419
801.71,-2.0944,2.0944,0.0061419
801.75,-2.0944,2.0944,0.0061419
801.78,-2.0944,2.0944,0.0061419
801.82,-2.0944,2.0944,0.0061419
801.85,-2.0944,2.0944,0.0061419
801.88,-2.0944,2.0944,0.0061419
801.92,-2.0944,2.0944,0.0061419
801.95,-2.0944,2.0944,0.0061419
801.99,-2.0944,2.0944,0.0061419
802.02,-2.0944,2.0944,0.0061419
802.05,-2.0944,2.0944,0.0061419
802.09,-2.0944,2.0944,0.0061419
802.12,-2.0944,2.0944,0.0061419
802.16,-2.0944,2.0944,0.0061419
802.19,-2.0944,2.0944,0.0061419
802.22,-2.0944,2.0944,0.0061419
802.26,-2.0944,2.0944,0.0061419
802.29,-2.0944,2.0944,0.0061419
802.33,-2.0944,2.0944,0.0061419
802.36,-2.0944,2.0944,0.0061419
802.39,-2.0944,2.0944,0.0061419
802.43,-2.0944,2.0944,0.0061419
802.46,-2.0944,2.0944,0.0061419
802.5,-2.0944,2.0944,0.0061419
802.53,-2.0944,2.0944,0.0061419
802.56,-2.0944,2.0944,0.0061419
802.6,-2.0944,2.0944,0.0061419
802.63,-2.0944,2.0944,0.0061419
802.67,-2.0944,2.0944,0.0061419
802.7,-2.0944,2.0944,0.0061419
802.73,-2.0944,2.0944,0.0061419
802.77,-2.0944,2.0944,0.0061419
802.8,-2.0944,2.0944,0.0061419
802.84,-2.0944,2.0944,0.0061419
802.87,-2.0944,2.0944,0.0061419
802.9,-2.0944,2.0944,0.0061419
802.94,-2.0944,2.0944,0.0061419
802.97,-2.0944,2.0944,0.0061419
803.01,-2.0944,2.0944,0.0061419
803.04,-2.0944,2.0944,0.0061419
803.07,-2.0944,2.0944,0.0061419
803.11,-2.0944,2.0944,0.0061419
803.14,-2.0944,2.0944,0.0061419
803.18,-2.0944,2.0944,0.0061419
803.21,-2.0944,2.0944,0.0061419
803.24,-2.0944,2.0944,0.0061419
803.28,-2.0944,2.0944,0.0061419
803.31,-2.0944,2.0944,0.0061419
803.35,-2.0944,2.0944,0.0061419
803.38,-2.0944,2.0944,0.0061419
803.41,-2.0944,2.0944,0.0061419
803.45,-2.0944,2.0944,0.0061419
803.48,-2.0944,2.0944,0.0061419
803.52,-2.0944,2.0944,0.0061419
803.55,-2.0944,2.0944,0.0061419
803.58,-2.0944,2.0944,0.0061419
803.62,-2.0944,2.0944,0.0061419
803.65,-2.0944,2.0944,0.0061419
803.69,-2.0944,2.0944,0.0061419
803.72,-2.0944,2.0944,0.0061419
803.75,-2.0944,2.0944,0.0061419
803.79,-2.0944,2.0944,0.0061419
803.82,-2.0944,2.0944,0.0061419
803.86,-2.0944,2.0944,0.0061419
803.89,-2.0944,2.0944,0.0061419
803.92,-2.0944,2.0944,0.0061419
803.96,-2.0944,2.0944,0.0061419
803.99,-2.0944,2.0944,0.0061419
804.03,-2.0944,2.0944,0.0061419
804.06,-2.0944,2.0944,0.0061419
804.09,-2.0944,2.0944,0.0061419
804.13,-2.0944,2.0944,0.0061419
804.16,-2.0944,2.0944,0.0061419
804.2,-2.0944,2.0944,0.0061419
804.23,-2.0944,2.0944,0.0061419
804.26,-2.0944,2.0944,0.0061419
804.3,-2.0944,2.0944,0.0061419
804.33,-2.0944,2.0944,0.0061419
804.37,-2.0944,2.0944,0.0061419
804.4,-2.0944,2.0944,0.0061419
804.43,-2.0944,2.0944,0.0061419
804.47,-2.0944,2.0944,0.0061419
804.5,-2.0944,2.0944,0.0061419
804.54,-2.0944,2.0944,0.0061419
804.57,-2.0944,2.0944,0.0061419
804.6,-2.0944,2.0944,0.0061419
804.64,-2.0944,2.0944,0.0061419
804.67,-2.0944,2.0944,0.0061419
804.71,-2.0944,2.0944,0.0061419
804.74,-2.0944,2.0944,0.0061419
